frame_idx,stamp_sec,stamp_nanosec,iou,precision,recall,f1,gt_bins,pred_bins,omega_bins,empty_union0
0,1768904976,295607219,0.0,0.0,0.0,0.0,127,65,6461,0
1,1768904976,477879455,0.0,0.0,0.0,0.0,80,65,6465,0
2,1768904976,655114145,0.006711409395928112,0.015384615384378698,0.011764705882214533,0.013333332842044463,85,65,6477,0
3,1768904976,832952964,0.0,0.0,0.0,0.0,98,65,6494,0
4,1768904977,9805253,0.0,0.0,0.0,0.0,65,65,6482,0
5,1768904977,185874020,0.007633587786201271,0.015384615384378698,0.01492537313410559,0.015151514651400383,67,65,6496,0
6,1768904977,364674055,0.013333333333244445,0.030303030302571164,0.023255813953217956,0.02631578898199447,86,66,6503,0
7,1768904977,717432644,0.0054945054944753055,0.015151515151285582,0.008547008546935495,0.010928961287348103,117,66,6511,0
8,1768904978,63315733,0.008928571428491709,0.015151515151285582,0.02127659574422816,0.01769911455807034,47,66,6518,0
9,1768904978,239676530,0.008264462809849054,0.015151515151285582,0.01785714285682398,0.016393442126041397,56,66,6522,0
10,1768904978,412416808,0.0,0.0,0.0,0.0,54,66,6521,0
11,1768904978,586161857,0.007999999999936,0.015151515151285582,0.01666666666638889,0.015873015373897723,60,66,6530,0
12,1768904978,760889787,0.0,0.0,0.0,0.0,63,66,6533,0
13,1768904979,99490042,0.006666666666622223,0.015151515151285582,0.011764705882214533,0.013245032620323687,85,66,6537,0
14,1768904979,270043051,0.0060240963855058794,0.015151515151285582,0.009900990098911872,0.011976047426010272,101,66,6540,0
15,1768904979,439171417,0.0,0.0,0.0,0.0,49,66,6536,0
16,1768904979,606222468,0.0,0.0,0.0,0.0,56,66,6536,0
17,1768904980,104773950,0.012345679012193262,0.015151515151285582,0.06249999999609375,0.02439024358774539,16,66,6542,0
18,1768904980,268725825,0.0,0.0,0.0,0.0,18,66,6548,0
19,1768904980,445627676,0.0,0.0,0.0,0.0,15,66,6544,0
20,1768904980,621722293,0.0,0.0,0.0,0.0,16,66,6541,0
21,1768904980,789486719,0.0,0.0,0.0,0.0,20,66,6546,0
22,1768904980,954874629,0.0,0.0,0.0,0.0,22,66,6546,0
23,1768904981,119877097,0.0,0.0,0.0,0.0,28,66,6554,0
24,1768904981,286060943,0.0,0.0,0.0,0.0,25,66,6553,0
25,1768904981,452419221,0.0,0.0,0.0,0.0,26,66,6555,0
26,1768904981,622194273,0.0,0.0,0.0,0.0,26,66,6553,0
27,1768904981,788762119,0.0,0.0,0.0,0.0,32,66,6559,0
28,1768904981,954468588,0.0,0.0,0.0,0.0,31,66,6553,0
29,1768904982,122169971,0.0,0.0,0.0,0.0,37,66,6566,0
30,1768904982,288316215,0.0,0.0,0.0,0.0,43,66,6563,0
31,1768904982,623118051,0.0,0.0,0.0,0.0,51,66,6567,0
32,1768904982,958642577,0.0,0.0,0.0,0.0,61,66,6564,0
33,1768904983,129675804,0.007246376811541694,0.015151515151285582,0.013698630136798649,0.014388488709694131,73,66,6564,0
34,1768904983,300356550,0.0,0.0,0.0,0.0,78,66,6573,0
35,1768904983,470829328,0.0,0.0,0.0,0.0,72,66,6578,0
36,1768904983,642062107,0.0,0.0,0.0,0.0,15,66,6582,0
37,1768904983,811582020,0.0,0.0,0.0,0.0,17,66,6580,0
38,1768904984,145405097,0.012345679012193262,0.01492537313410559,0.06666666666222222,0.024390243602914932,15,67,6617,0
39,1768904984,312544556,0.0,0.0,0.0,0.0,15,67,6619,0
40,1768904984,481329873,0.012345679012193262,0.01492537313410559,0.06666666666222222,0.024390243602914932,15,67,6614,0
41,1768904984,650450327,0.012048192770939178,0.01492537313410559,0.0588235294083045,0.023809523486111112,17,67,6604,0
42,1768904985,152139901,0.011627906976608978,0.015151515151285582,0.04761904761678005,0.022988505380367296,21,66,6586,0
43,1768904985,321755042,0.011363636363507231,0.015151515151285582,0.04347826086767486,0.022471909728569633,23,66,6589,0
44,1768904985,493297642,0.0,0.0,0.0,0.0,27,66,6592,0
45,1768904985,662166862,0.0,0.0,0.0,0.0,25,66,6592,0
46,1768904985,831978419,0.0,0.0,0.0,0.0,28,66,6590,0
47,1768904986,2636218,0.0,0.0,0.0,0.0,24,66,6591,0
48,1768904986,173440287,0.0,0.0,0.0,0.0,24,66,6588,0
49,1768904986,343792612,0.0,0.0,0.0,0.0,26,66,6589,0
50,1768904986,513714760,0.010309278350409182,0.015151515151285582,0.03124999999902344,0.0204081628250729,32,66,6584,0
51,1768904986,686060272,0.0,0.0,0.0,0.0,34,66,6596,0
52,1768904986,858389976,0.0,0.0,0.0,0.0,29,66,6595,0
53,1768904987,202844837,0.0,0.0,0.0,0.0,30,67,6617,0
54,1768904987,547742290,0.0,0.0,0.0,0.0,33,67,6624,0
55,1768904987,720245017,0.0,0.0,0.0,0.0,33,67,6633,0
56,1768904987,891653789,0.0,0.0,0.0,0.0,33,67,6632,0
57,1768904988,63202850,0.0,0.0,0.0,0.0,37,67,6630,0
58,1768904988,234773733,0.0,0.0,0.0,0.0,35,67,6638,0
59,1768904988,405569063,0.010309278350409182,0.01492537313410559,0.03225806451508845,0.02040816283236152,31,67,6644,0
60,1768904988,577600651,0.0,0.0,0.0,0.0,34,67,6651,0
61,1768904988,749763247,0.0,0.0,0.0,0.0,33,67,6641,0
62,1768904988,919737296,0.0,0.0,0.0,0.0,35,66,6583,0
